id,code,name,state_id:id
ward_05_62,"62","Xã Quỳnh Phụ","base.state_vn_VN-66"
ward_05_63,"63","Xã Minh Thọ","base.state_vn_VN-66"
ward_05_64,"64","Xã Nguyễn Du","base.state_vn_VN-66"
ward_05_65,"65","Xã Quỳnh An","base.state_vn_VN-66"
ward_05_66,"66","Xã Ngọc Lâm","base.state_vn_VN-66"
ward_05_67,"67","Xã Đồng Bằng","base.state_vn_VN-66"
ward_05_68,"68","Xã A Sào","base.state_vn_VN-66"
ward_05_69,"69","Xã Phụ Dực","base.state_vn_VN-66"
ward_05_70,"70","Xã Tân Tiến","base.state_vn_VN-66"
ward_05_71,"71","Xã Hưng Hà","base.state_vn_VN-66"
ward_05_72,"72","Xã Tiên La","base.state_vn_VN-66"
ward_05_73,"73","Xã Lê Quý Đôn","base.state_vn_VN-66"
ward_05_74,"74","Xã Hồng Minh","base.state_vn_VN-66"
ward_05_75,"75","Xã Thần Khê","base.state_vn_VN-66"
ward_05_76,"76","Xã Diên Hà","base.state_vn_VN-66"
ward_05_77,"77","Xã Ngự Thiên","base.state_vn_VN-66"
ward_05_78,"78","Xã Long Hưng","base.state_vn_VN-66"
ward_05_79,"79","Xã Kiến Xương","base.state_vn_VN-66"
ward_05_80,"80","Xã Lê Lợi","base.state_vn_VN-66"
ward_05_81,"81","Xã Quang Lịch","base.state_vn_VN-66"
ward_05_82,"82","Xã Vũ Quý","base.state_vn_VN-66"
ward_05_83,"83","Xã Bình Thanh","base.state_vn_VN-66"
ward_05_84,"84","Xã Bình Định","base.state_vn_VN-66"
ward_05_85,"85","Xã Hồng Vũ","base.state_vn_VN-66"
ward_05_86,"86","Xã Bình Nguyên","base.state_vn_VN-66"
ward_05_87,"87","Xã Trà Giang","base.state_vn_VN-66"
ward_05_88,"88","Xã Vũ Thư","base.state_vn_VN-66"
ward_05_89,"89","Xã Thư Trì","base.state_vn_VN-66"
ward_05_90,"90","Xã Tân Thuận","base.state_vn_VN-66"
ward_05_91,"91","Xã Thư Vũ","base.state_vn_VN-66"
ward_05_92,"92","Xã Vũ Tiên","base.state_vn_VN-66"
ward_05_93,"93","Xã Vạn Xuân","base.state_vn_VN-66"
ward_05_94,"94","Phường Phố Hiến","base.state_vn_VN-66"
ward_05_95,"95","Phường Sơn Nam","base.state_vn_VN-66"
ward_05_96,"96","Phường Hồng Châu","base.state_vn_VN-66"
ward_05_97,"97","Phường Mỹ Hào","base.state_vn_VN-66"
ward_05_98,"98","Phường Đường Hào","base.state_vn_VN-66"
ward_05_99,"99","Phường Thượng Hồng","base.state_vn_VN-66"
ward_05_100,"100","Phường Thái Bình","base.state_vn_VN-66"
ward_05_101,"101","Phường Trần Lãm","base.state_vn_VN-66"
ward_05_102,"102","Phường Trần Hưng Đạo","base.state_vn_VN-66"
ward_05_103,"103","Phường Trà Lý","base.state_vn_VN-66"
ward_05_104,"104","Phường Vũ Phúc","base.state_vn_VN-66"
